species,xc_id,chunk_index,file_path,duration_sec,source_file
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,2,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk002.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,3,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk003.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,4,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk004.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,5,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk005.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,6,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk006.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,7,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk007.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,8,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk008.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,9,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk009.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,10,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk010.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,11,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk011.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,12,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk012.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,13,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk013.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,14,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk014.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,15,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk015.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,16,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk016.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,17,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk017.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,18,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk018.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,19,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk019.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,20,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk020.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,21,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk021.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,22,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk022.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,23,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk023.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,24,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk024.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,25,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk025.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,26,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk026.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,27,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk027.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,28,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk028.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,29,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk029.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,30,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk030.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,31,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk031.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,32,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk032.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,33,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk033.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,34,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk034.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,35,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk035.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,36,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk036.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,37,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk037.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,38,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk038.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,39,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk039.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01,40,data/processed/Tufted_Duck/Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01_chunk040.wav,3.0,Vigg-locklate-Myvatn-2009-05-31-kl.06.32-02.01.mp3
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,0,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk000.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,1,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk001.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,2,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk002.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,3,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk003.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,4,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk004.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,5,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk005.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,XC1085464-260306---kuifeend---Haaksbergerveen,6,data/processed/Tufted_Duck/XC1085464-260306---kuifeend---Haaksbergerveen_chunk006.wav,3.0,XC1085464-260306---kuifeend---Haaksbergerveen.wav
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",0,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk000.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",1,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk001.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",2,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk002.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",3,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk003.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",4,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk004.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",5,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk005.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",6,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk006.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",7,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk007.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",8,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk008.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",9,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk009.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited",10,"data/processed/Tufted_Duck/XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited_chunk010.wav",3.0,"XC1132944-Tufted-Duck-call-female-very-good-2026-05-02-Walthamstow-Reservoirs,-London,-England_1251_Edited.wav"
Tufted_Duck,XC138103-130526-030toppand_ebekkSivspurv,0,data/processed/Tufted_Duck/XC138103-130526-030toppand_ebekkSivspurv_chunk000.wav,3.0,XC138103-130526-030toppand_ebekkSivspurv.mp3
Tufted_Duck,XC138103-130526-030toppand_ebekkSivspurv,1,data/processed/Tufted_Duck/XC138103-130526-030toppand_ebekkSivspurv_chunk001.wav,3.0,XC138103-130526-030toppand_ebekkSivspurv.mp3
Tufted_Duck,XC138103-130526-030toppand_ebekkSivspurv,2,data/processed/Tufted_Duck/XC138103-130526-030toppand_ebekkSivspurv_chunk002.wav,3.0,XC138103-130526-030toppand_ebekkSivspurv.mp3
Tufted_Duck,XC138103-130526-030toppand_ebekkSivspurv,3,data/processed/Tufted_Duck/XC138103-130526-030toppand_ebekkSivspurv_chunk003.wav,3.0,XC138103-130526-030toppand_ebekkSivspurv.mp3
Tufted_Duck,XC138103-130526-030toppand_ebekkSivspurv,4,data/processed/Tufted_Duck/XC138103-130526-030toppand_ebekkSivspurv_chunk004.wav,3.0,XC138103-130526-030toppand_ebekkSivspurv.mp3
Tufted_Duck,XC138103-130526-030toppand_ebekkSivspurv,5,data/processed/Tufted_Duck/XC138103-130526-030toppand_ebekkSivspurv_chunk005.wav,3.0,XC138103-130526-030toppand_ebekkSivspurv.mp3
